opop,2024-05-12 17:33:37, 9, 2
palakol,2024-05-12 17:33:37, 9, 2
palakol,2024-05-12 17:33:37, 9, 1
opop,2024-05-12 17:33:50, 15, 1
opop,2024-05-12 17:35:07, 3, 1
opop,2024-05-12 17:35:10, 3, 1
opop,2024-05-12 17:35:12, 9, 2
opop,2024-05-12 17:35:12, 3, 1
opop,2024-05-12 17:35:15, 3, 1
opop,2024-05-12 17:35:17, 3, 1
opop,2024-05-12 17:35:45, 9, 2
opop,2024-05-12 17:35:45, 9, 2
opop,2024-05-12 17:35:50, 3, 1
